name,state,lat,lng
Casas Adobes CDP,AZ,32.341834,-111.011593
Catalina CDP,AZ,32.484779,-110.899712
Catalina Foothills CDP,AZ,32.301872,-110.884843
Cave Creek town,AZ,33.836219,-111.982084
Cedar Creek CDP,AZ,33.891395,-110.195691
Centennial Park CDP,AZ,36.953812,-112.981282
Central CDP,AZ,32.86916,-109.790772
Central Heights-Midland City CDP,AZ,33.400183,-110.81519
Chandler city,AZ,33.282765,-111.851819
Charco CDP,AZ,32.247321,-112.600116
Chiawuli Tak CDP,AZ,31.940954,-111.776473
Chilchinbito CDP,AZ,36.492003,-110.049213
Chinle CDP,AZ,36.151148,-109.578682
Chino Valley town,AZ,34.73989,-112.40606
Chloride CDP,AZ,35.409702,-114.197242
Christopher Creek CDP,AZ,34.321005,-111.007245
Chuichu CDP,AZ,32.740329,-111.78219
Cibecue CDP,AZ,34.030367,-110.49196
Cibola CDP,AZ,33.374084,-114.676283
Cienega Springs CDP,AZ,34.19974,-114.212713
Circle City CDP,AZ,33.814877,-112.580993
Citrus Park CDP,AZ,33.533598,-112.446326
Clacks Canyon CDP,AZ,35.220358,-114.072299
Clarkdale town,AZ,34.747979,-112.058699
Claypool CDP,AZ,33.406101,-110.841873
Clay Springs CDP,AZ,34.359259,-110.304334
Clifton town,AZ,33.02957,-109.284039
Colorado City town,AZ,36.97011,-112.985312
Comobabi CDP,AZ,32.055397,-111.798824
Concho CDP,AZ,34.473838,-109.608266
Congress CDP,AZ,34.153356,-112.865555
Coolidge city,AZ,32.933616,-111.523585
Copper Hill CDP,AZ,33.430941,-110.746483
Cordes Lakes CDP,AZ,34.3103,-112.107334
Cornfields CDP,AZ,35.651242,-109.675658
Cornville CDP,AZ,34.739244,-111.90683
Corona de Tucson CDP,AZ,31.948571,-110.781868
Cottonwood CDP,AZ,36.072152,-109.890109
Cottonwood city,AZ,34.750834,-111.984004
Cowlic CDP,AZ,31.804747,-111.987629
Crozier CDP,AZ,35.422807,-113.648641
Crystal Beach CDP,AZ,34.571382,-114.392634
Cutter CDP,AZ,33.35838,-110.659327
Dateland CDP,AZ,32.820903,-113.542177
Deer Creek CDP,AZ,34.068786,-111.35185
Del Muerto CDP,AZ,36.187393,-109.435935
Dennehotso CDP,AZ,36.828998,-109.875694
Desert Hills CDP,AZ,34.546463,-114.377956
Dewey-Humboldt town,AZ,34.517396,-112.24965
Dilkon CDP,AZ,35.352879,-110.307091
Dolan Springs CDP,AZ,35.590453,-114.285179
Doney Park CDP,AZ,35.265638,-111.518951
Donovan Estates CDP,AZ,32.709358,-114.678148
Douglas city,AZ,31.399274,-109.541292
Dragoon CDP,AZ,32.021545,-110.034657
Drexel Heights CDP,AZ,32.145257,-111.04809
Dripping Springs CDP,AZ,33.104917,-110.754943
Drysdale CDP,AZ,32.645241,-114.706769
Dudleyville CDP,AZ,32.860011,-110.716494
Duncan town,AZ,32.749981,-109.0884
Eagar town,AZ,34.10678,-109.301221
East Fork CDP,AZ,33.810682,-109.920953
East Globe CDP,AZ,33.351132,-110.706186
East Verde Estates CDP,AZ,34.298272,-111.364552
Ehrenberg CDP,AZ,33.614208,-114.483007
El Capitan CDP,AZ,33.238318,-110.78327
Elephant Head CDP,AZ,31.766786,-110.991286
Elfrida CDP,AZ,31.679238,-109.686879
Elgin CDP,AZ,31.666552,-110.532704
El Mirage city,AZ,33.590224,-112.327102
Eloy city,AZ,32.741255,-111.594015
El Prado Estates CDP,AZ,32.706214,-114.521481
First Mesa CDP,AZ,35.831664,-110.368891
Flagstaff city,AZ,35.185212,-111.620698
Florence town,AZ,33.069367,-111.413992
Flowing Springs CDP,AZ,34.309304,-111.334731
Flowing Wells CDP,AZ,32.293767,-111.011055
Forest Lakes CDP,AZ,34.329935,-110.810653
Fort Apache CDP,AZ,33.790071,-109.988614
Fort Defiance CDP,AZ,35.747502,-109.068018
Fort Mohave CDP,AZ,35.000432,-114.574864
Fort Thomas CDP,AZ,33.030364,-109.961258
Fortuna Foothills CDP,AZ,32.661586,-114.39737
Fort Valley CDP,AZ,35.322667,-111.739777
Fountain Hills town,AZ,33.607799,-111.738398
Franklin CDP,AZ,32.677031,-109.072064
Fredonia town,AZ,36.961626,-112.516363
Freedom Acres CDP,AZ,34.319886,-111.305152
Gadsden CDP,AZ,32.556359,-114.781032
Ganado CDP,AZ,35.691875,-109.555727
Geronimo Estates CDP,AZ,34.369106,-111.361802
Gila Bend town,AZ,32.966242,-112.715465
Gila Crossing CDP,AZ,33.273015,-112.162668
Gilbert town,AZ,33.310345,-111.743121
Gisela CDP,AZ,34.101818,-111.288021
Glendale city,AZ,33.533111,-112.189901
Globe city,AZ,33.393642,-110.741106
Gold Canyon CDP,AZ,33.363903,-111.42298
Golden Shores CDP,AZ,34.781881,-114.477749
Golden Valley CDP,AZ,35.206066,-114.232753
Goodyear city,AZ,33.254031,-112.366472
Goodyear Village CDP,AZ,33.197313,-111.872344
Grand Canyon Village CDP,AZ,36.059483,-112.157912
Grand Canyon West CDP,AZ,36.004418,-113.804103
Greasewood CDP,AZ,35.52864,-109.860867
Greenehaven CDP,AZ,36.99597,-111.556564
Green Valley CDP,AZ,31.840843,-111.004482
Greer CDP,AZ,34.005751,-109.460586
Guadalupe town,AZ,33.366453,-111.963156
Gu Oidak CDP,AZ,31.920289,-112.024057
Hackberry CDP,AZ,35.340096,-113.725629
Haigler Creek CDP,AZ,34.219634,-110.971427
Haivana Nakya CDP,AZ,32.005154,-111.712418
Hard Rock CDP,AZ,36.030238,-110.504157
Hayden town,AZ,32.99495,-110.779898
Heber-Overgaard CDP,AZ,34.414141,-110.569561
Holbrook city,AZ,34.904624,-110.16721
Hondah CDP,AZ,34.094297,-109.934383
Hotevilla-Bacavi CDP,AZ,35.920744,-110.640714
Houck CDP,AZ,35.269308,-109.22344
Huachuca City town,AZ,31.630804,-110.342193
Hunter Creek CDP,AZ,34.306974,-111.016516
Icehouse Canyon CDP,AZ,33.34613,-110.801154
Indian Wells CDP,AZ,35.40925,-110.114438
Jakes Corner CDP,AZ,34.008227,-111.320226
Jeddito CDP,AZ,35.768199,-110.12782
Jerome town,AZ,34.747088,-112.107515
Joseph City CDP,AZ,34.963693,-110.329039
J-Six Ranchettes CDP,AZ,31.9666,-110.466357
Kachina Village CDP,AZ,35.092432,-111.695974
Kaibab CDP,AZ,36.879665,-112.725597
Kaibab Estates West CDP,AZ,35.274799,-112.498549
Kaibito CDP,AZ,36.592003,-111.107135
Kaka CDP,AZ,32.512294,-112.313845
Katherine CDP,AZ,35.22077,-114.561326
Kayenta CDP,AZ,36.717167,-110.260458
Keams Canyon CDP,AZ,35.820837,-110.203743
Kearny town,AZ,33.056392,-110.907091
Kingman city,AZ,35.216992,-114.010529
Kino Springs CDP,AZ,31.364128,-110.809745
Klagetoh CDP,AZ,35.499997,-109.530457
Kleindale CDP,AZ,32.268112,-110.91458
Kohatk CDP,AZ,32.578281,-112.003013
Kohls Ranch CDP,AZ,34.321053,-111.083889
Komatke CDP,AZ,33.296773,-112.162475
Ko Vaya CDP,AZ,32.081502,-111.895875
Kykotsmovi Village CDP,AZ,35.810245,-110.656849
Lake Havasu City city,AZ,34.499809,-114.310943
Lake Montezuma CDP,AZ,34.636908,-111.800945
Lake of the Woods CDP,AZ,34.152635,-109.994275
La Paz Valley CDP,AZ,33.558215,-114.243451
Lazy Y U CDP,AZ,35.136913,-113.968463
LeChee CDP,AZ,36.860892,-111.424438
Leupp CDP,AZ,35.296609,-111.003626
Linden CDP,AZ,34.26958,-110.136389
Litchfield Park city,AZ,33.501761,-112.35947
Littlefield CDP,AZ,36.865925,-113.935976
Lower Santan Village CDP,AZ,33.142838,-111.785284
Low Mountain CDP,AZ,35.948058,-110.100455
Lukachukai CDP,AZ,36.411233,-109.225538
Lupton CDP,AZ,35.354743,-109.052817
McConnico CDP,AZ,35.163594,-114.089738
McNary CDP,AZ,34.092153,-109.851376
McNeal CDP,AZ,31.610078,-109.658267
Maish Vaya CDP,AZ,32.170295,-112.134196
Mammoth town,AZ,32.685174,-110.72928
Many Farms CDP,AZ,36.342893,-109.637623
Marana town,AZ,32.465936,-111.135405
Maricopa city,AZ,33.041942,-111.999259
Maricopa Colony CDP,AZ,33.36259,-112.226809
Martinez Lake CDP,AZ,32.975468,-114.468228
Mayer CDP,AZ,34.423271,-112.240747
Mead Ranch CDP,AZ,34.346131,-111.142799
Meadview CDP,AZ,35.953156,-114.078871
Mesa city,AZ,33.399355,-111.715968
Mesa del Caballo CDP,AZ,34.285904,-111.295227
Mescal CDP,AZ,31.96743,-110.436582
Mesquite Creek CDP,AZ,34.960658,-114.571402
Miami town,AZ,33.395065,-110.872382
Miracle Valley CDP,AZ,31.382924,-110.14853
Moccasin CDP,AZ,36.909836,-112.754507
Moenkopi CDP,AZ,36.112484,-111.221243
Mohave Valley CDP,AZ,34.902431,-114.571389
Mojave Ranch Estates CDP,AZ,34.944901,-114.590643
Morenci CDP,AZ,33.058354,-109.333171
Mormon Lake CDP,AZ,34.91161,-111.448078
Morristown CDP,AZ,33.855895,-112.612886
Mountainaire CDP,AZ,35.093767,-111.645195
Mountain View Ranches CDP,AZ,35.233569,-111.472767
Munds Park CDP,AZ,34.937966,-111.628239
Naco CDP,AZ,31.345999,-109.927089
Nazlini CDP,AZ,35.911225,-109.474672
Nelson CDP,AZ,32.429828,-111.26489
New Kingman-Butler CDP,AZ,35.264487,-114.009073
New River CDP,AZ,33.882591,-112.086107
Nogales city,AZ,31.361928,-110.93482
Nolic CDP,AZ,32.034183,-111.955021
North Fork CDP,AZ,34.01057,-109.959543
Nutrioso CDP,AZ,33.95127,-109.206202
Oak Creek Canyon CDP,AZ,34.948928,-111.750429
Oak Springs CDP,AZ,35.47602,-109.13182
Oatman CDP,AZ,35.027375,-114.38386
Oljato-Monument Valley CDP,AZ,36.987248,-110.209641
Oracle CDP,AZ,32.608424,-110.782344
Orange Grove Mobile Manor CDP,AZ,32.598451,-114.660588
Oro Valley town,AZ,32.420713,-110.977
Oxbow Estates CDP,AZ,34.18035,-111.343015
Padre Ranchitos CDP,AZ,32.649591,-114.641584
Page city,AZ,36.941815,-111.513283
Palominas CDP,AZ,31.387556,-110.115065
Paradise Valley town,AZ,33.552157,-111.96133
Parker town,AZ,34.034006,-114.228109
Parker Strip CDP,AZ,34.270721,-114.129689
Parks CDP,AZ,35.285249,-111.967182
Patagonia town,AZ,31.544744,-110.745463
Paulden CDP,AZ,34.889655,-112.493724
Payson town,AZ,34.243841,-111.318964
Peach Springs CDP,AZ,35.53145,-113.43198
Peeples Valley CDP,AZ,34.277224,-112.765341
Peoria city,AZ,33.786186,-112.308042
Peridot CDP,AZ,33.303504,-110.463798
Phoenix city,AZ,33.572154,-112.090132
Picacho CDP,AZ,32.710196,-111.494296
Picture Rocks CDP,AZ,32.324713,-111.259861
Pima town,AZ,32.891886,-109.844268
Pinal CDP,AZ,33.380145,-110.757245
Pine CDP,AZ,34.380348,-111.460477
Pinedale CDP,AZ,34.320724,-110.259901
Pine Lake CDP,AZ,35.088699,-113.873928
Pinetop Country Club CDP,AZ,34.116435,-109.891009
Pinetop-Lakeside town,AZ,34.15148,-109.967507
Pinion Pines CDP,AZ,35.14663,-113.905814
Pinon CDP,AZ,36.098856,-110.219116
Pirtleville CDP,AZ,31.360894,-109.566052
Pisinemo CDP,AZ,32.034917,-112.319228
Poston CDP,AZ,33.99209,-114.404454
Prescott city,AZ,34.592241,-112.446733
Prescott Valley town,AZ,34.59793,-112.318497
Quartzsite town,AZ,33.667507,-114.217041
Queen Creek town,AZ,33.239425,-111.613319
Queen Valley CDP,AZ,33.283043,-111.304973
Rainbow City CDP,AZ,33.873031,-109.976277
Rancho Mesa Verde CDP,AZ,32.594385,-114.655084
Red Lake CDP,AZ,35.361487,-112.172127
Red Mesa CDP,AZ,36.971111,-109.36982
Red Rock CDP,AZ,36.601117,-109.064539
Red Rock CDP,AZ,32.561182,-111.374004
Rillito CDP,AZ,32.415531,-111.154822
Rincon Valley CDP,AZ,32.109993,-110.688976
Rio Rico CDP,AZ,31.498168,-110.987798
Rio Verde CDP,AZ,33.726592,-111.675849
Rock House CDP,AZ,33.630654,-110.941078
Rock Point CDP,AZ,36.696848,-109.619491
Roosevelt CDP,AZ,33.657393,-111.127051
Roosevelt Estates CDP,AZ,33.62019,-110.999784
Rough Rock CDP,AZ,36.419545,-109.864481
Round Rock CDP,AZ,36.504256,-109.463156
Round Valley CDP,AZ,34.187758,-111.301801
Rye CDP,AZ,34.097775,-111.354263
Sacate Village CDP,AZ,33.13986,-111.977566
Sacaton CDP,AZ,33.077548,-111.762914
Sacaton Flats Village CDP,AZ,33.05664,-111.661002
Saddlebrooke CDP,AZ,32.556421,-110.874676
Safford city,AZ,32.833298,-109.697418
Sahuarita town,AZ,31.932238,-110.965395
St. David CDP,AZ,31.886037,-110.221485
St. Johns city,AZ,34.500368,-109.37691
St. Johns CDP,AZ,33.308487,-112.197381
St. Michaels CDP,AZ,35.660559,-109.096174
Salome CDP,AZ,33.777771,-113.606047
San Carlos CDP,AZ,33.344561,-110.477712
Sanders CDP,AZ,35.209217,-109.319118
San Jose CDP,AZ,32.817963,-109.5948
San Luis city,AZ,32.485678,-114.721947
San Manuel CDP,AZ,32.609095,-110.641513
San Miguel CDP,AZ,31.629493,-111.780134
San Simon CDP,AZ,32.268169,-109.2302
Santa Cruz CDP,AZ,33.232701,-112.159368
San Tan Valley CDP,AZ,33.178592,-111.562823
Santa Rosa CDP,AZ,32.332488,-112.046255
Sawmill CDP,AZ,35.886229,-109.158017
Scenic CDP,AZ,36.793589,-114.012752
Scottsdale city,AZ,33.684272,-111.861448
Seba Dalkai CDP,AZ,35.478933,-110.4511
Second Mesa CDP,AZ,35.851387,-110.49799
Sedona city,AZ,34.858517,-111.793057
Sehili CDP,AZ,36.280772,-109.185521
Seligman CDP,AZ,35.325613,-112.857247
Sells CDP,AZ,31.920874,-111.87087
Seven Mile CDP,AZ,33.788181,-109.958554
Shongopovi CDP,AZ,35.809702,-110.533441
Shonto CDP,AZ,36.587043,-110.662477
Show Low city,AZ,34.265053,-110.038321
Shumway CDP,AZ,34.414544,-110.064907
Sierra Vista city,AZ,31.56541,-110.314508
Sierra Vista Southeast CDP,AZ,31.452512,-110.218977
Six Shooter Canyon CDP,AZ,33.366782,-110.774601
Snowflake town,AZ,34.521459,-110.091182
So-Hi CDP,AZ,35.252725,-114.141482
Solomon CDP,AZ,32.813811,-109.62893
Somerton city,AZ,32.601816,-114.696344
Sonoita CDP,AZ,31.66561,-110.639105
South Komelik CDP,AZ,31.714472,-111.774415
South Tucson city,AZ,32.195474,-110.969154
Springerville town,AZ,34.171921,-109.306892
Spring Valley CDP,AZ,34.345185,-112.159168
Stanfield CDP,AZ,32.879365,-111.962771
Star Valley town,AZ,34.254685,-111.220709
Steamboat CDP,AZ,35.752636,-109.850583
Stotonic Village CDP,AZ,33.153223,-111.817043
Strawberry CDP,AZ,34.390929,-111.502656
Summerhaven CDP,AZ,32.442172,-110.775031
Summit CDP,AZ,32.062084,-110.94863
Sun City CDP,AZ,33.6155,-112.283108
Sun City West CDP,AZ,33.671383,-112.357187
Sunizona CDP,AZ,31.885494,-109.63322
Sun Lakes CDP,AZ,33.214955,-111.869973
Sunsites CDP,AZ,31.941654,-109.840825
Sun Valley CDP,AZ,34.982905,-110.031971
Sunwest CDP,AZ,33.650984,-113.409131
Supai CDP,AZ,36.229865,-112.692579
Superior town,AZ,33.27162,-111.124161
Surprise city,AZ,33.670801,-112.452546
Sweet Water Village CDP,AZ,33.12,-111.837866
Swift Trail Junction CDP,AZ,32.727193,-109.718114
Tacna CDP,AZ,32.700435,-113.961785
Tanque Verde CDP,AZ,32.268765,-110.743681
Tat Momoli CDP,AZ,32.601195,-111.886129
Taylor town,AZ,34.442748,-110.098534
Teec Nos Pos CDP,AZ,36.933289,-109.064115
Tees Toh CDP,AZ,35.486023,-110.405576
Tempe city,AZ,33.388414,-111.931782
Thatcher town,AZ,32.812708,-109.766516
Theba CDP,AZ,32.918231,-112.889776
Three Points CDP,AZ,32.05931,-111.286595
Timberline-Fernwood CDP,AZ,35.316759,-111.550715
Tolani Lake CDP,AZ,35.429788,-110.841172
Tolleson city,AZ,33.44837,-112.256012
Tombstone city,AZ,31.720772,-110.076701
Tonalea CDP,AZ,36.321734,-110.966665
Tonopah CDP,AZ,33.487986,-112.930811
Tonto Basin CDP,AZ,33.843256,-111.301575
Tonto Village CDP,AZ,34.319808,-111.139313
Topawa CDP,AZ,31.807835,-111.830472
Topock CDP,AZ,34.719973,-114.478786
Top-of-the-World CDP,AZ,33.347668,-110.999724
Toyei CDP,AZ,35.703817,-109.938174
Truxton CDP,AZ,35.490372,-113.563011
Tsaile CDP,AZ,36.302418,-109.218666
Tubac CDP,AZ,31.610681,-111.057047
Tuba City CDP,AZ,36.125074,-111.246661
Tucson city,AZ,32.153036,-110.870773
Tucson Estates CDP,AZ,32.179223,-111.126627
Tucson Mountains CDP,AZ,32.282291,-111.077367
Tumacacori-Carmen CDP,AZ,31.57099,-111.047652
Turkey Creek CDP,AZ,33.801088,-109.9461
Tusayan town,AZ,35.954961,-112.120195
Upper Santan Village CDP,AZ,33.116438,-111.74415
Utting CDP,AZ,33.854583,-113.912865
Vail CDP,AZ,32.021706,-110.693687
Vaiva Vo CDP,AZ,32.716654,-111.926902
Valencia West CDP,AZ,32.134524,-111.113472
Valentine CDP,AZ,35.38853,-113.659115
Valle CDP,AZ,35.675239,-112.152886
Valle Vista CDP,AZ,35.410944,-113.862688
Ventana CDP,AZ,32.468048,-112.243447
Verde Village CDP,AZ,34.711871,-111.994125
Vernon CDP,AZ,34.2479,-109.689943
Vicksburg CDP,AZ,33.729271,-113.825404
Village of Oak Creek (Big Park) CDP,AZ,34.781269,-111.7606
Wagon Wheel CDP,AZ,34.197527,-110.027133
Wahak Hotrontk CDP,AZ,32.174739,-112.366291
Wall Lane CDP,AZ,32.657309,-114.710529
Walnut Creek CDP,AZ,35.131243,-114.126631
Washington Park CDP,AZ,34.400354,-111.271003
Wellton town,AZ,32.640144,-114.215206
Wellton Hills CDP,AZ,32.623189,-114.145234
Wenden CDP,AZ,33.83245,-113.543239
Wet Camp Village CDP,AZ,33.141223,-111.901662
Wheatfields CDP,AZ,33.470937,-110.816135
Whetstone CDP,AZ,31.718947,-110.291996
Whispering Pines CDP,AZ,34.372721,-111.281223
Whitecone CDP,AZ,35.5992,-110.079761
White Hills CDP,AZ,35.724209,-114.400368
White Mountain Lake CDP,AZ,34.344046,-109.986811
Whiteriver CDP,AZ,33.83976,-109.96077
Why CDP,AZ,32.258973,-112.730634
Wickenburg town,AZ,33.985756,-112.76834
Wide Ruins CDP,AZ,35.417387,-109.499551
Wikieup CDP,AZ,34.693034,-113.599504
Wilhoit CDP,AZ,34.408233,-112.615635
Willcox city,AZ,32.251804,-109.835698
Williams city,AZ,35.24664,-112.183296
Williamson CDP,AZ,34.708291,-112.533729
Willow Canyon CDP,AZ,32.387689,-110.700842
Willow Valley CDP,AZ,34.927658,-114.626599
Window Rock CDP,AZ,35.670505,-109.063037
Winkelman town,AZ,32.981677,-110.761687
Winslow city,AZ,35.024236,-110.709331
Winslow West CDP,AZ,34.992554,-110.706847
Wintersburg CDP,AZ,33.41963,-112.86765
Wittmann CDP,AZ,33.774957,-112.525091
Woodruff CDP,AZ,34.791876,-110.025944
Yarnell CDP,AZ,34.228202,-112.76292
York CDP,AZ,32.916258,-109.195402
Young CDP,AZ,34.124089,-110.938325
Youngtown town,AZ,33.584969,-112.304916
Yucca CDP,AZ,34.862993,-114.146145
Yuma city,AZ,32.516286,-114.521782
Yuma Proving Ground CDP,AZ,32.865186,-114.436923
Acorn CDP,AR,34.638786,-94.200112
Adona city,AR,35.03993,-92.899132
Alexander city,AR,34.618588,-92.451217
Alicia town,AR,35.892907,-91.08345
Alix CDP,AR,35.422002,-93.728784
Alleene CDP,AR,33.764823,-94.262198
Allport town,AR,34.539866,-91.783886
Alma city,AR,35.492375,-94.213947
Almyra town,AR,34.405689,-91.410847
Alpena town,AR,36.292748,-93.303607
Alpine CDP,AR,34.226886,-93.378321
Altheimer city,AR,34.327434,-91.847282
Altus city,AR,35.44956,-93.765258
Amagon town,AR,35.563173,-91.109415
Amity city,AR,34.26619,-93.463423
Anthonyville town,AR,35.039831,-90.340328
Antoine town,AR,34.034536,-93.421361
Aplin CDP,AR,34.967483,-92.981271
Appleton CDP,AR,35.410823,-92.875276
Arkadelphia city,AR,34.12738,-93.070851
Arkansas City city,AR,33.608876,-91.204896
Armorel CDP,AR,35.925571,-89.797959
Ashdown city,AR,33.674529,-94.126627
Ash Flat city,AR,36.236559,-91.606512
Atkins city,AR,35.240863,-92.949643
Aubrey town,AR,34.719817,-90.897981
Augusta city,AR,35.28655,-91.36086
Austin city,AR,35.005912,-91.989609
Avilla CDP,AR,34.694843,-92.586141
Avoca town,AR,36.394697,-94.06577
Bald Knob city,AR,35.312539,-91.571253
Banks town,AR,33.575796,-92.267101
Barling city,AR,35.331286,-94.275195
Bassett town,AR,35.535577,-90.129434
Batavia CDP,AR,36.247852,-93.215771
Batesville city,AR,35.768572,-91.622652
Bauxite town,AR,34.554483,-92.505794
Bay city,AR,35.746057,-90.552143
Bearden city,AR,33.727651,-92.618678
Beaver town,AR,36.473994,-93.777335
Beebe city,AR,35.072433,-91.901059
Bee Branch CDP,AR,35.462622,-92.401023
Beedeville town,AR,35.429169,-91.110738
Beirne CDP,AR,33.888208,-93.206223
Bella Vista city,AR,36.466641,-94.266317
Bellefonte town,AR,36.199864,-93.047039
Belleville city,AR,35.09153,-93.445774
Ben Lomond town,AR,33.829113,-94.123319
Benton city,AR,34.577424,-92.572583
Bentonville city,AR,36.352662,-94.231181
Bergman town,AR,36.312786,-93.011221
Berryville city,AR,36.37028,-93.568335
Bethesda CDP,AR,35.787096,-91.792711
Bigelow town,AR,34.997795,-92.631175
Big Flat town,AR,36.003394,-92.41022
Biggers town,AR,36.331361,-90.800701
Birdsong town,AR,35.461161,-90.259761
Bismarck CDP,AR,34.321837,-93.178139
Black Oak town,AR,35.836394,-90.36755
Black Rock city,AR,36.106237,-91.10748
Black Springs town,AR,34.455977,-93.713115
Blevins city,AR,33.871251,-93.578187
Blue Eye town,AR,36.496667,-93.39771
Blue Mountain town,AR,35.131796,-93.716666
Bluff City town,AR,33.735118,-93.124564
Blytheville city,AR,35.934066,-89.905133
Board Camp CDP,AR,34.532519,-94.079674
Bodcaw town,AR,33.56364,-93.393036
Boles CDP,AR,34.788119,-94.049397
Bonanza city,AR,35.231794,-94.416133
Bono city,AR,35.911102,-90.800821
Booneville city,AR,35.139329,-93.9175
Bowman CDP,AR,35.816835,-90.496228
Bradford city,AR,35.422004,-91.455232
Bradley city,AR,33.100106,-93.656895
Branch city,AR,35.308303,-93.95537
Briarcliff city,AR,36.271968,-92.28209
Brinkley city,AR,34.889781,-91.189819
Brookland city,AR,35.900552,-90.578174
Bryant city,AR,34.615059,-92.491338
Buckner city,AR,33.35727,-93.435556
Buffalo City CDP,AR,36.169075,-92.437942
Bull Shoals city,AR,36.37357,-92.591504
Burdette town,AR,35.815273,-89.946421
Cabot city,AR,34.975106,-92.028288
Caddo Gap CDP,AR,34.402494,-93.617881
Caddo Valley town,AR,34.180746,-93.084597
Caldwell town,AR,35.074794,-90.809455
Cale town,AR,33.627888,-93.232797
Calico Rock city,AR,36.121965,-92.125913
Calion city,AR,33.328406,-92.540187
Camden city,AR,33.567672,-92.849064
Cammack Village city,AR,34.7808,-92.344976
Campbell Station city,AR,35.667799,-91.253754
Canehill CDP,AR,35.913765,-94.397321
Caraway city,AR,35.760222,-90.322081
Carlisle city,AR,34.795425,-91.740494
Carthage city,AR,34.072605,-92.555312
